Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Subcellular location [CC]	Gene ontology (cellular component)	Gene ontology (biological process)
Q75MU2	Q75MU2_HUMAN	unreviewed	Putative uncharacterized protein WBSCR1 (Fragment)	WBSCR1	Homo sapiens (Human)	156			
P47756	CAPZB_HUMAN	reviewed	F-actin-capping protein subunit beta (CapZ beta)	CAPZB	Homo sapiens (Human)	277	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, myofibril, sarcomere {ECO:0000250}.	actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cell-cell adherens junction [GO:0005913]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; F-actin capping protein complex [GO:0008290]; sarcomere [GO:0030017]; WASH complex [GO:0071203]	actin cytoskeleton organization [GO:0030036]; barbed-end actin filament capping [GO:0051016]; blood coagulation [GO:0007596]; cytoskeleton organization [GO:0007010]; movement of cell or subcellular component [GO:0006928]; negative regulation of filopodium assembly [GO:0051490]; regulation of cell morphogenesis [GO:0022604]; regulation of lamellipodium assembly [GO:0010591]
Q8WWN3	Q8WWN3_HUMAN	unreviewed	Nav1.6 (Fragment)	SCN8A	Homo sapiens (Human)	62			
P29692	EF1D_HUMAN	reviewed	Elongation factor 1-delta (EF-1-delta) (Antigen NY-CO-4)	EEF1D EF1D	Homo sapiens (Human)	281	SUBCELLULAR LOCATION: Isoform 2: Nucleus {ECO:0000269|PubMed:21597468}.	cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853]; nucleolus [GO:0005730]; nucleus [GO:0005634]	cellular response to ionizing radiation [GO:0071479]; mRNA transcription [GO:0009299]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; regulation of cell death [GO:0010941]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]; translational elongation [GO:0006414]
Q09028	RBBP4_HUMAN	reviewed	Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)	RBBP4 RBAP48	Homo sapiens (Human)	425	SUBCELLULAR LOCATION: Nucleus.	CAF-1 complex [GO:0033186]; ESC/E(Z) complex [GO:0035098]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; NURF complex [GO:0016589]; protein complex [GO:0043234]; Sin3 complex [GO:0016580]	ATP-dependent chromatin remodeling [GO:0043044]; cell cycle [GO:0007049]; CENP-A containing nucleosome assembly [GO:0034080]; chromatin assembly [GO:0031497]; chromatin remodeling [GO:0006338]; DNA replication [GO:0006260]; DNA replication-dependent nucleosome assembly [GO:0006335]; DNA replication-independent nucleosome assembly [GO:0006336]; negative regulation of cell proliferation [GO:0008285]; negative regulation of gene expression, epigenetic [GO:0045814]; regulation of cell cycle [GO:0051726]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
Q14432	PDE3A_HUMAN	reviewed	cGMP-inhibited 3',5'-cyclic phosphodiesterase A (EC 3.1.4.17) (Cyclic GMP-inhibited phosphodiesterase A) (CGI-PDE A)	PDE3A	Homo sapiens (Human)	1141	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	cytosol [GO:0005829]; integral component of membrane [GO:0016021]	cAMP catabolic process [GO:0006198]; cAMP-mediated signaling [GO:0019933]; cellular response to cGMP [GO:0071321]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cGMP-mediated signaling [GO:0019934]; diterpenoid metabolic process [GO:0016101]; lipid metabolic process [GO:0006629]; negative regulation of apoptotic process [GO:0043066]; negative regulation of vascular permeability [GO:0043116]; oocyte maturation [GO:0001556]; positive regulation of oocyte development [GO:0060282]; positive regulation of vascular permeability [GO:0043117]; regulation of meiotic nuclear division [GO:0040020]; response to cAMP [GO:0051591]; response to drug [GO:0042493]
Q8IYD1	ERF3B_HUMAN	reviewed	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B (Eukaryotic peptide chain release factor subunit 3b) (eRF3b) (G1 to S phase transition protein 2 homolog)	GSPT2 ERF3B	Homo sapiens (Human)	628	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	cytosol [GO:0005829]; translation release factor complex [GO:0018444]	cell cycle [GO:0007049]; cytoplasmic translational termination [GO:0002184]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; translational termination [GO:0006415]
O43598	DNPH1_HUMAN	reviewed	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (EC 3.2.2.-) (c-Myc-responsive protein RCL)	DNPH1 C6orf108 RCL	Homo sapiens (Human)	174	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03036, ECO:0000269|PubMed:18726892}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03036}.	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]	cell proliferation [GO:0008283]; deoxyribonucleoside monophosphate catabolic process [GO:0009159]; epithelial cell differentiation [GO:0030855]; nucleoside metabolic process [GO:0009116]; nucleotide metabolic process [GO:0009117]; positive regulation of cell growth [GO:0030307]
P31939	PUR9_HUMAN	reviewed	Bifunctional purine biosynthesis protein PURH [Cleaved into: Bifunctional purine biosynthesis protein PURH, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	ATIC PURH OK/SW-cl.86	Homo sapiens (Human)	592		cell-cell adherens junction [GO:0005913]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrion [GO:0005739]	'de novo' IMP biosynthetic process [GO:0006189]; brainstem development [GO:0003360]; cerebellum development [GO:0021549]; cerebral cortex development [GO:0021987]; dihydrofolate metabolic process [GO:0046452]; nucleobase-containing compound metabolic process [GO:0006139]; nucleoside metabolic process [GO:0009116]; organ regeneration [GO:0031100]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]; response to inorganic substance [GO:0010035]; tetrahydrofolate biosynthetic process [GO:0046654]
P06730	IF4E_HUMAN	reviewed	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	EIF4E EIF4EL1 EIF4F	Homo sapiens (Human)	217	SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:20616046}. Cytoplasm {ECO:0000250}.	chromatoid body [GO:0033391]; cytoplasm [GO:0005737]; cytoplasmic mRNA processing body [GO:0000932]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; extracellular exosome [GO:0070062]; mRNA cap binding complex [GO:0005845]; perinuclear region of cytoplasm [GO:0048471]; RISC complex [GO:0016442]	behavioral fear response [GO:0001662]; G1/S transition of mitotic cell cycle [GO:0000082]; lung development [GO:0030324]; mRNA export from nucleus [GO:0006406]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; positive regulation of mitotic cell cycle [GO:0045931]; regulation of translation [GO:0006417]; RNA export from nucleus [GO:0006405]; stem cell population maintenance [GO:0019827]; translational initiation [GO:0006413]; viral process [GO:0016032]
Q04760	LGUL_HUMAN	reviewed	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	GLO1	Homo sapiens (Human)	184		cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]	carbohydrate metabolic process [GO:0005975]; glutathione metabolic process [GO:0006749]; methylglyoxal metabolic process [GO:0009438]; negative regulation of apoptotic process [GO:0043066]; osteoclast differentiation [GO:0030316]; pyruvate metabolic process [GO:0006090]; regulation of transcription from RNA polymerase II promoter [GO:0006357]
P06737	PYGL_HUMAN	reviewed	Glycogen phosphorylase, liver form (EC 2.4.1.1)	PYGL	Homo sapiens (Human)	847		cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; glucose homeostasis [GO:0042593]; glycogen catabolic process [GO:0005980]; glycogen metabolic process [GO:0005977]; necroptotic process [GO:0070266]
P53602	MVD1_HUMAN	reviewed	Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate (diphospho)decarboxylase) (MDDase) (Mevalonate pyrophosphate decarboxylase)	MVD MPD	Homo sapiens (Human)	400		cytosol [GO:0005829]	cholesterol biosynthetic process [GO:0006695]; dolichyl diphosphate biosynthetic process [GO:0006489]; isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]; isoprenoid biosynthetic process [GO:0008299]; positive regulation of cell proliferation [GO:0008284]
P14735	IDE_HUMAN	reviewed	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	IDE	Homo sapiens (Human)	1019	SUBCELLULAR LOCATION: Cytoplasm. Cell membrane. Secreted {ECO:0000250}. Note=Present at the cell surface of neuron cells. The membrane-associated isoform is approximately 5 kDa larger than the known cytosolic isoform.	cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; plasma membrane [GO:0005886]	beta-amyloid metabolic process [GO:0050435]; bradykinin catabolic process [GO:0010815]; determination of adult lifespan [GO:0008340]; hormone catabolic process [GO:0042447]; insulin catabolic process [GO:1901143]; insulin metabolic process [GO:1901142]; insulin receptor signaling pathway [GO:0008286]; negative regulation of proteolysis [GO:0045861]; positive regulation of protein oligomerization [GO:0032461]; protein heterooligomerization [GO:0051291]; protein homooligomerization [GO:0051260]; protein homotetramerization [GO:0051289]; protein processing [GO:0016485]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; ubiquitin homeostasis [GO:0010992]
P63104	1433Z_HUMAN	reviewed	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ	Homo sapiens (Human)	245	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Located to stage I to stage IV melanosomes.	blood microparticle [GO:0072562]; cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	establishment of Golgi localization [GO:0051683]; Golgi reassembly [GO:0090168]; membrane organization [GO:0061024]; negative regulation of apoptotic process [GO:0043066]; platelet activation [GO:0030168]; positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway [GO:1900740]; protein targeting [GO:0006605]; regulation of mRNA stability [GO:0043488]; signal transduction [GO:0007165]
Q05CU6	Q05CU6_HUMAN	unreviewed	RDX protein (Fragment)	RDX	Homo sapiens (Human)	342		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extrinsic component of membrane [GO:0019898]	
P28838	AMPL_HUMAN	reviewed	Cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)	LAP3 LAPEP PEPS	Homo sapiens (Human)	519	SUBCELLULAR LOCATION: Cytoplasm.	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; trans-Golgi network [GO:0005802]	proteolysis [GO:0006508]
A8K5D8	A8K5D8_HUMAN	unreviewed	cDNA FLJ75934, highly similar to Homo sapiens vacuolar protein sorting 4B (yeast) (VPS4B), mRNA		Homo sapiens (Human)	444			
P50502	F10A1_HUMAN	reviewed	Hsc70-interacting protein (Hip) (Aging-associated protein 2) (Progesterone receptor-associated p48 protein) (Protein FAM10A1) (Putative tumor suppressor ST13) (Renal carcinoma antigen NY-REN-33) (Suppression of tumorigenicity 13 protein)	ST13 AAG2 FAM10A1 HIP SNC6	Homo sapiens (Human)	369	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; protein complex [GO:0043234]	chaperone cofactor-dependent protein refolding [GO:0070389]; negative regulation of protein refolding [GO:0061084]; protein folding [GO:0006457]; protein homooligomerization [GO:0051260]
P15531	NDKA_HUMAN	reviewed	Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein)	NME1 NDPKA NM23	Homo sapiens (Human)	152	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16442775}. Nucleus {ECO:0000269|PubMed:16442775}. Note=Cell-cycle dependent nuclear localization which can be induced by interaction with Epstein-barr viral proteins or by degradation of the SET complex by GzmA.	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intermediate filament [GO:0005882]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ruffle membrane [GO:0032587]	cellular response to drug [GO:0035690]; cellular response to fatty acid [GO:0071398]; cellular response to glucose stimulus [GO:0071333]; CTP biosynthetic process [GO:0006241]; endocytosis [GO:0006897]; GTP biosynthetic process [GO:0006183]; hippocampus development [GO:0021766]; lactation [GO:0007595]; negative regulation of cell proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of myeloid leukocyte differentiation [GO:0002762]; nucleobase-containing small molecule interconversion [GO:0015949]; nucleoside triphosphate biosynthetic process [GO:0009142]; positive regulation of DNA binding [GO:0043388]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of neuron projection development [GO:0010976]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide metabolic process [GO:0006220]; regulation of apoptotic process [GO:0042981]; response to amine [GO:0014075]; response to cAMP [GO:0051591]; response to testosterone [GO:0033574]; UTP biosynthetic process [GO:0006228]
P13639	EF2_HUMAN	reviewed	Elongation factor 2 (EF-2)	EEF2 EF2	Homo sapiens (Human)	858	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25064856}. Nucleus {ECO:0000269|PubMed:24648518}. Note=Phosphorylation by CSK promotes cleavage and SUMOylation-dependent nuclear translocation of the C-terminal cleavage product. {ECO:0000269|PubMed:24648518}.	aggresome [GO:0016235]; cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; intracellular ribonucleoprotein complex [GO:0030529]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polysomal ribosome [GO:0042788]	aging [GO:0007568]; cellular response to brain-derived neurotrophic factor stimulus [GO:1990416]; glial cell proliferation [GO:0014009]; hematopoietic progenitor cell differentiation [GO:0002244]; peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]; positive regulation of cytoplasmic translation [GO:2000767]; positive regulation of translation [GO:0045727]; response to endoplasmic reticulum stress [GO:0034976]; response to estradiol [GO:0032355]; response to ethanol [GO:0045471]; response to fluoxetine [GO:0014076]; response to folic acid [GO:0051593]; response to hydrogen peroxide [GO:0042542]; response to ischemia [GO:0002931]; skeletal muscle cell differentiation [GO:0035914]; skeletal muscle contraction [GO:0003009]; translational elongation [GO:0006414]
O43396	TXNL1_HUMAN	reviewed	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	TXNL1 TRP32 TXL TXNL	Homo sapiens (Human)	289	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19349277}. Nucleus {ECO:0000269|PubMed:19349277}. Note=At least 85% of the cellular TXNL1 is proteasome-associated.	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; proteasome complex [GO:0000502]	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; glycerol ether metabolic process [GO:0006662]; protein folding [GO:0006457]; sulfate assimilation [GO:0000103]
